id,nombre,departamento_id,financiamiento,terapia_intensiva
50065602202934,unidad sanitaria 25 de mayo de moreno,560,Municipal,no
52065602302983,centro de dia andar,560,Privado,no
50661332173441,puesto sanitario pluma del pato,133,Provincial,no
50820492184663,centro de salud el araza 247,49,Provincial,no
50820142284721,centro de salud granaderos a caballo,14,Municipal,no
50380072150073,puesto barrancas (17),7,Provincial,no
50380212150112,caps coronel arias (1),21,Provincial,no
52700282377373,clinica sur centro de dialisis y consultorios externos,28,Privado,no
52700282377383,consultorio instituto fisio-kinesico san juan,28,Privado,no
50820702184928,samco san agustin - las colonias,70,Provincial,no
50700702177206,caps villa paolini,70,Provincial,no
50740562180057,caps  estrella del sur,56,Provincial,no
50180212739259,policonsultorio ayuda mutua del personal de gendarmeria nacional a.mu.ge.nal,21,Obra social,no
50420212153076,dr. guillermo furst,21,Provincial,no
50740632180129,caps nº 63 - las lagunas,63,Provincial,no
50180212339332,policonsultorio vitaly,21,Privado,no
15780212183027,geriatrico falucho,21,Provincial,no
10580562167036,htal san martin de los andes - dr ramon carrillo,56,Provincial,no
51780142383107,centro privado de radiologia,14,Privado,no
52180212339490,centro terapia postural tres cuadras,21,Privado,no
10300912142052,hospital dr. luis a. ellerman,91,Provincial,no
11500072757058,o.s.e.p. hospital alexander fleming.-,7,Obra social,si
14500072357067,clinica de ojos.-,7,Privado,no
50020012315689,instituto medico de asistencia e investigaciones s.a.,2,Privado,no
50500562157159,c.a.p.s. 044 gustavo andre.-,56,Provincial,no
50620422170132,centro de salud cuatro galpones,42,Provincial,no
50620772270143,centro de salud elvio yorio - ex ceferino,77,Municipal,no
10820632388667,hostal asitido cambio de habitos,63,Privado,no
50300982142302,caps   madre teresa de calcuta,98,Provincial,no
50500282157259,c.a.p.s. 016 villa nueva.-,28,Provincial,no
50300152342445,consultorio medico cruz roja,15,Otros,no
50020012315713,centro medico oncologico,6,Privado,no
50421052353298,centro privado de endoscopia y enfermedades digestivas,105,Privado,no
50660282173174,centro de salud nº 46 - barrio morosini,28,Provincial,no
50066382303492,policlinica espacio vital,638,Privado,no
50067492303518,centro oftalmologico integral,749,Privado,no
50661402173205,centro de salud santa rita,140,Provincial,no
50660282373219,centro privado de urologia,28,Privado,no
50660282373227,boreal,28,Privado,no
50340282147113,centro de salud el mistolar,28,Provincial,no
51500072357449,instituto de alergia e inmunologia.-,7,Privado,no
52062522303673,centro educativo terapeutico fedarte fundacion educativa arte terapeutica,252,Privado,no
50821332184587,centro de salud cañada ombu,133,Provincial,no
10380352150020,hospital dr. oscar orias (11),35,Provincial,no
50020012316472,instituto oftalmologico stefani y asociados,2,Privado,no
50340072147348,centro de salud pozo de maza,7,Provincial,no
51421052353352,laboratorios riesco srl,105,Privado,no
10860352392076,sanatorio san roque s.r.l,35,Privado,si
50861052192219,puesto sanitario ayuncha (hosp loreto),105,Provincial,no
50861752192222,puesto sanitario barranca colorada (hosp brea pozo),175,Provincial,no
52064272304786,centro de estimulacion temprana cetype,427,Privado,no
50340352147555,centro de salud barrio triangulo,35,Provincial,no
53064552303284,spemm cooperativa de trabajo sum las flores ltda,455,Privado,no
52064082304195,centro de dia barrio parque quirno,408,Privado,no
50340562147585,centro de salud doctor antonio saade,56,Provincial,no
51020012316786,laboratorio dr . ciscato  y dra. sharovsky,13,Privado,no
50065682305325,policlinica dim moron,568,Privado,no
50140982231947,centro de salud nº 5,98,Municipal,no
50140982231949,centro de salud nº 6,98,Municipal,no
51861192392490,laboratorio de analisis clinicos dr. j. a. yapur,119,Privado,no
50140702232078,hospital cienaga del coro,70,Municipal,no
50940142395022,centro akainik,14,Privado,no
50940072395036,centro medico medical sur,7,Privado,no
10820492386267,clinica avellaneda,49,Privado,no
15064102305909,geriatrico residencia parque leloir,410,Privado,no
50900842296104,cac nº 7 - esteban echeverria,84,Municipal,no
50901122196127,caps  san pedro de colalao,112,Provincial,no
50141472232289,dispensario nº 5 juan ledesma,147,Municipal,no
50140492232351,puesto sanitario las chacras,49,Municipal,no
50820632185350,laboratorio provincial de pesquisa neonatal,63,Provincial,no
50900422196165,caps dra. edith pastoriza (ex villa belgrano),42,Provincial,no
50064342704066,policonsultorios uta lanus,434,Obra social,no
53063572304287,mpe sa - emergencias,357,Privado,no
50020012315995,centro medico santa cecilia,9,Privado,no
51020012316303,sistemas diagnosticos,2,Privado,no
50140072232475,centro de atencion primaria de la salud eva peron,7,Municipal,no
50900562196478,posta sanitaria  la cañada,56,Provincial,no
51500072357643,fortuna bioquimica.-,7,Privado,no
51820422385699,laboratorio analisis clinicos dra. l. puerta,42,Privado,no
51820422385704,laboratorio analisis clinicos dra. m. del c. rodriguez,42,Privado,no
51820842385728,laboratorio analisis clinicos dra. m. c. peyrano,84,Privado,no
50900982196520,posta sanitaria lara,98,Provincial,no
15060912305120,hogar de ancianos la esperanza,91,Privado,no
51820702385788,laboratorio analisis clinicos dra. weidmann de zacarias,70,Privado,no
51820842385817,laboratorio analisis clinicos dres. f. torregiani y m. pagano,84,Privado,no
50860212192633,puesto sanitario los sauces (loreto),21,Provincial,no
52062702303753,hogar de dia para ancianos rotary club jose maria ezeiza,270,Privado,no
15064102305917,hogar geriatrico santa ana del carmen,410,Privado,no
51500282357858,castro bioquimica.-,28,Privado,no
51820842385893,laboratorio de analisis clinicos dras. s. calatayud - l. violone y l. calata,84,Privado,no
53820632385957,servicio de internacion domiciliaria unidem,63,Privado,no
51900842396714,laboratorio de analisis clinicos rodriguez,84,Privado,no
51900842396734,laboratorio de analisis clinicos y bacteriologicos arrieta,84,Privado,no
50020012315945,centro oftalmologico metropolitano,11,Privado,no
50020012315955,centro medico de cirugia plastica dr. carlos juri,14,Privado,no
51501052358061,robles bioquimica.-,105,Privado,no
50020012316285,centro medico cemla norte,12,Privado,no
50065682304838,centro de nutricion y estetica,568,Privado,no
15063572304585,hogar geriatrico angelita i,357,Privado,no
15060422304587,hogar geriatrico san antonio,42,Privado,no
53020012316944,efimed - internacion domiciliaria,1,Privado,no
50141052231913,dispensario comunal esquina,105,Municipal,no
50140982231957,dispensario municipal san basilio,98,Municipal,no
13067912304628,hostal psiquiatrico don julio (m),791,Privado,no
52067632303252,centro rehabilitacion neurologica esperanza niños,763,Privado,no
15064972305855,hogar geriatrico la casa de mary,497,Privado,no
50340562147591,centro de salud la disciplina,56,Provincial,no
50540982164093,c.a.p.s. yacutinga,98,Provincial,no
50540982164095,c.a.p.s. colonia isolina,98,Provincial,no
50540982264097,c.a.p.s. san agustin,98,Municipal,no
50141472232228,dispensario nº 1 de anisacate,147,Municipal,no
50340142147659,centro referencial centro de salud mariano boedo,14,Provincial,no
50141262232204,dispensario municipal villa sarmiento,126,Municipal,no
50500912157975,c.a.p.s. 106 paso de las carretas.-,91,Provincial,no
50140352232377,hospital municipal dr. luis mario marini,35,Municipal,no
50540702164071,c.a.p.s. gobernador lopez,70,Provincial,no
50540282164031,c.a.p.s. nº 10 garupa,28,Provincial,no
50540422164197,c.a.p.s. sarmiento,42,Provincial,no
14700282377406,clinica caceres,28,Privado,no
50540492164258,c.a.p.s. gramado - rural,49,Provincial,no
50500772157999,c.a.p.s. 225 barrio el payen.-,77,Provincial,no
52060982305443,cribe centro de rehabilitacion integral de berisso,98,Privado,no
50020012316412,centro atencion primaria belgrano,13,Privado,no
50540562264287,c.a.p.s. picada molino ruta 212- kilometro 34,56,Municipal,no
10063712305068,clinica privada santa maria,371,Privado,no
15062602305281,residencia geriatrica el sosiego,260,Privado,no
51500282357866,"garcia garcia, j. bioquimica.-",28,Privado,no
51620072370343,laboratorio de analisis clinicos -l.b.g-,7,Privado,no
15062172306007,hogar geriatrico santa rita,217,Privado,no
15060582306339,clinica geriatrica santa isabel de hungria,658,Privado,no
14064342305487,clinica oftalmologica del sol sa,434,Privado,no
50064412305491,asociacion cristiana el buen samaritano,441,Privado,no
14060582305493,hogar instituto de atencion al discapacitado santa clara de asis (d),658,Privado,no
51020012316594,laboratorio bioquimica medica dr. mauricio grosman (sede belgrano),13,Privado,no
14068402305571,hogar san francisco de la loma srl (d),840,Privado,no
50141472232116,dispensario nº 2 barrio cordoba,147,Municipal,no
51501052358071,mondaca bioquimica.-,105,Privado,no
50540352164032,c.a.p.s. santa rita - concepcion de la sierra,35,Provincial,no
50540352264034,puesto de salud san isidro,35,Municipal,no
50540072164048,c.a.p.s. monte hermoso ii,7,Provincial,no
50540072164051,c.a.p.s. barrio belgrano,7,Provincial,no
50340352147435,centro de salud san pablo,35,Provincial,no
51500072357671,piottante bioquimica.-,7,Privado,no
50020012316319,centro medico (brandsen 1470),4,Privado,no
50340632147232,centro de  salud la mocha,63,Provincial,no
51500702357783,maipumed.-,70,Privado,no
50140912232036,dispensario molino de thea,91,Municipal,no
15064412306364,hogar geriatrico antiguo recreo venecia,441,Privado,no
50065602303532,consultorios conurbano salud,560,Privado,no
50064342303571,centro medico lalcec,434,Privado,no
15064272305645,hogar geriatrico santa ines,427,Privado,no
50141542231779,centro medico san pantaleon,154,Municipal,no
51500212357844,staneloni bioquimica.-,21,Privado,no
15065812304579,hogar de ancianos san andres ii,581,Privado,no
15067562305014,hogar de ancianos maria lujan,756,Privado,no
50140492232341,centro periferico eligio molteno,49,Municipal,no
53064412304960,confianza salud srl (internacion domiciliaria),441,Privado,no
13063572305983,clinica privada de salud mental grupo suizo (m),357,Privado,no
15060282306507,hogar casa de campo,28,Privado,no
50501052158516,c.a.p.s. 117 el nihuil.-,105,Provincial,no
50020012317411,laboratorio de analisis clinicos y consultorios dra. carnuccio,15,Privado,no
